dates_start,dates_end,mean,err_pos,err_neg,region,metric
1800.0,1900.0,3.7450980392156863,4.073333333333333,3.26,Anatolia & the Caucasus,Overall
1900.0,2000.0,4.049019607843137,5.3133333333333335,2.9266666666666667,Anatolia & the Caucasus,Overall
2000.0,2025.0,5.872549019607843,6.666666666666667,5.426666666666667,Anatolia & the Caucasus,Overall
-1000.0,-900.0,4.117647058823529,4.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
-900.0,-800.0,4.117647058823529,4.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
-800.0,-700.0,3.941176470588235,4.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
-700.0,-600.0,4.0,4.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
-600.0,-500.0,4.294117647058823,5.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
-500.0,-400.0,4.529411764705882,5.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
-400.0,-300.0,4.529411764705882,5.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
-300.0,-200.0,4.588235294117647,5.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
-200.0,-100.0,4.411764705882353,5.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
0.0,100.0,4.647058823529412,6.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
100.0,200.0,4.529411764705882,5.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
200.0,300.0,4.235294117647059,5.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
300.0,400.0,4.235294117647059,5.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
400.0,500.0,4.0588235294117645,4.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
500.0,600.0,4.117647058823529,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
600.0,700.0,4.117647058823529,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
700.0,800.0,4.176470588235294,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
800.0,900.0,4.176470588235294,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
900.0,1000.0,4.117647058823529,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1000.0,1100.0,4.176470588235294,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1100.0,1200.0,4.117647058823529,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1200.0,1300.0,3.941176470588235,4.4399999999999995,3.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1300.0,1400.0,4.0588235294117645,4.4399999999999995,3.56,Anatolia & the Caucasus,Subset: Culture & Lesure
1400.0,1500.0,4.588235294117647,6.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1500.0,1600.0,5.0,6.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1600.0,1700.0,5.411764705882353,6.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1700.0,1800.0,4.823529411764706,6.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1800.0,1900.0,4.411764705882353,5.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
1900.0,2000.0,4.705882352941177,6.0,4.0,Anatolia & the Caucasus,Subset: Culture & Lesure
2000.0,2025.0,6.235294117647059,7.0,5.5600000000000005,Anatolia & the Caucasus,Subset: Culture & Lesure
-1000.0,-900.0,3.2941176470588234,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
-900.0,-800.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
-800.0,-700.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
-700.0,-600.0,3.7058823529411766,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
-600.0,-500.0,3.941176470588235,4.0,3.56,Anatolia & the Caucasus,Subset: Economic Opportunity
-500.0,-400.0,3.941176470588235,4.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
-400.0,-300.0,3.941176470588235,4.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
-300.0,-200.0,4.0,4.0,3.56,Anatolia & the Caucasus,Subset: Economic Opportunity
-200.0,-100.0,3.941176470588235,4.4399999999999995,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
0.0,100.0,4.294117647058823,5.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
100.0,200.0,4.176470588235294,5.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
200.0,300.0,4.0,4.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
300.0,400.0,4.0,4.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
400.0,500.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
500.0,600.0,3.7058823529411766,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
600.0,700.0,3.764705882352941,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
700.0,800.0,3.823529411764706,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
800.0,900.0,3.8823529411764706,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
900.0,1000.0,3.8823529411764706,4.0,3.56,Anatolia & the Caucasus,Subset: Economic Opportunity
1000.0,1100.0,4.0,4.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1100.0,1200.0,3.8823529411764706,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1200.0,1300.0,3.5294117647058822,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1300.0,1400.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1400.0,1500.0,4.235294117647059,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1500.0,1600.0,4.705882352941177,6.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1600.0,1700.0,5.0588235294117645,6.0,4.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1700.0,1800.0,4.294117647058823,5.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1800.0,1900.0,3.8823529411764706,4.0,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
1900.0,2000.0,4.235294117647059,5.4399999999999995,3.0,Anatolia & the Caucasus,Subset: Economic Opportunity
2000.0,2025.0,5.9411764705882355,6.4399999999999995,6.0,Anatolia & the Caucasus,Subset: Economic Opportunity
-1000.0,-900.0,2.7058823529411766,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
-900.0,-800.0,2.7058823529411766,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
-800.0,-700.0,2.7058823529411766,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
-700.0,-600.0,2.764705882352941,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
-600.0,-500.0,2.9411764705882355,3.4399999999999995,2.0,Anatolia & the Caucasus,Subset: Equality
-500.0,-400.0,3.1176470588235294,4.0,2.56,Anatolia & the Caucasus,Subset: Equality
-400.0,-300.0,3.1176470588235294,4.0,3.0,Anatolia & the Caucasus,Subset: Equality
-300.0,-200.0,3.3529411764705883,4.0,3.0,Anatolia & the Caucasus,Subset: Equality
-200.0,-100.0,3.0588235294117645,4.0,2.0,Anatolia & the Caucasus,Subset: Equality
0.0,100.0,3.4705882352941178,4.0,3.0,Anatolia & the Caucasus,Subset: Equality
100.0,200.0,3.3529411764705883,4.0,3.0,Anatolia & the Caucasus,Subset: Equality
200.0,300.0,3.1176470588235294,3.0,3.0,Anatolia & the Caucasus,Subset: Equality
300.0,400.0,3.1176470588235294,4.0,3.0,Anatolia & the Caucasus,Subset: Equality
400.0,500.0,2.823529411764706,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
500.0,600.0,2.823529411764706,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
600.0,700.0,2.823529411764706,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
700.0,800.0,2.8823529411764706,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
800.0,900.0,2.9411764705882355,3.0,2.56,Anatolia & the Caucasus,Subset: Equality
900.0,1000.0,3.0,3.0,3.0,Anatolia & the Caucasus,Subset: Equality
1000.0,1100.0,3.1176470588235294,3.4399999999999995,3.0,Anatolia & the Caucasus,Subset: Equality
1100.0,1200.0,2.9411764705882355,3.0,2.56,Anatolia & the Caucasus,Subset: Equality
1200.0,1300.0,2.588235294117647,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
1300.0,1400.0,2.7058823529411766,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
1400.0,1500.0,3.411764705882353,4.0,3.0,Anatolia & the Caucasus,Subset: Equality
1500.0,1600.0,3.7058823529411766,4.0,3.0,Anatolia & the Caucasus,Subset: Equality
1600.0,1700.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Equality
1700.0,1800.0,3.1176470588235294,4.0,2.0,Anatolia & the Caucasus,Subset: Equality
1800.0,1900.0,2.764705882352941,3.0,2.0,Anatolia & the Caucasus,Subset: Equality
1900.0,2000.0,3.0588235294117645,4.0,2.0,Anatolia & the Caucasus,Subset: Equality
2000.0,2025.0,4.176470588235294,5.0,4.0,Anatolia & the Caucasus,Subset: Equality
-1000.0,-900.0,3.8823529411764706,4.0,4.0,Anatolia & the Caucasus,Subset: Freedom
-900.0,-800.0,3.8823529411764706,4.0,4.0,Anatolia & the Caucasus,Subset: Freedom
-800.0,-700.0,3.823529411764706,4.0,3.56,Anatolia & the Caucasus,Subset: Freedom
-700.0,-600.0,3.941176470588235,4.0,4.0,Anatolia & the Caucasus,Subset: Freedom
-600.0,-500.0,4.0588235294117645,4.0,4.0,Anatolia & the Caucasus,Subset: Freedom
-500.0,-400.0,4.176470588235294,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
-400.0,-300.0,4.235294117647059,5.0,4.0,Anatolia & the Caucasus,Subset: Freedom
-300.0,-200.0,4.294117647058823,5.0,4.0,Anatolia & the Caucasus,Subset: Freedom
-200.0,-100.0,4.294117647058823,5.0,4.0,Anatolia & the Caucasus,Subset: Freedom
0.0,100.0,4.470588235294118,5.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
100.0,200.0,4.352941176470588,5.0,4.0,Anatolia & the Caucasus,Subset: Freedom
200.0,300.0,4.235294117647059,5.0,4.0,Anatolia & the Caucasus,Subset: Freedom
300.0,400.0,4.294117647058823,5.0,4.0,Anatolia & the Caucasus,Subset: Freedom
400.0,500.0,4.0,4.0,4.0,Anatolia & the Caucasus,Subset: Freedom
500.0,600.0,4.0588235294117645,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
600.0,700.0,4.117647058823529,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
700.0,800.0,4.176470588235294,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
800.0,900.0,4.176470588235294,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
900.0,1000.0,4.117647058823529,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
1000.0,1100.0,4.176470588235294,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
1100.0,1200.0,4.0588235294117645,4.0,4.0,Anatolia & the Caucasus,Subset: Freedom
1200.0,1300.0,3.8823529411764706,4.0,3.0,Anatolia & the Caucasus,Subset: Freedom
1300.0,1400.0,3.941176470588235,4.0,3.56,Anatolia & the Caucasus,Subset: Freedom
1400.0,1500.0,4.647058823529412,6.0,4.0,Anatolia & the Caucasus,Subset: Freedom
1500.0,1600.0,5.235294117647059,6.0,4.0,Anatolia & the Caucasus,Subset: Freedom
1600.0,1700.0,5.647058823529412,6.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Freedom
1700.0,1800.0,4.882352941176471,6.0,4.0,Anatolia & the Caucasus,Subset: Freedom
1800.0,1900.0,4.411764705882353,5.0,4.0,Anatolia & the Caucasus,Subset: Freedom
1900.0,2000.0,4.647058823529412,6.0,4.0,Anatolia & the Caucasus,Subset: Freedom
2000.0,2025.0,6.0588235294117645,7.0,5.0,Anatolia & the Caucasus,Subset: Freedom
-1000.0,-900.0,3.5294117647058822,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-900.0,-800.0,3.5294117647058822,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-800.0,-700.0,3.4705882352941178,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-700.0,-600.0,3.4705882352941178,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-600.0,-500.0,3.764705882352941,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-500.0,-400.0,3.823529411764706,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-400.0,-300.0,3.8823529411764706,4.0,3.56,Anatolia & the Caucasus,Subset: Health & Wellbeing
-300.0,-200.0,3.941176470588235,4.0,3.56,Anatolia & the Caucasus,Subset: Health & Wellbeing
-200.0,-100.0,3.941176470588235,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
0.0,100.0,4.294117647058823,5.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
100.0,200.0,4.176470588235294,4.4399999999999995,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
200.0,300.0,4.0,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
300.0,400.0,4.0588235294117645,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
400.0,500.0,3.823529411764706,4.0,3.56,Anatolia & the Caucasus,Subset: Health & Wellbeing
500.0,600.0,3.823529411764706,4.0,3.56,Anatolia & the Caucasus,Subset: Health & Wellbeing
600.0,700.0,3.8823529411764706,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
700.0,800.0,3.941176470588235,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
800.0,900.0,3.941176470588235,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
900.0,1000.0,3.8823529411764706,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1000.0,1100.0,3.941176470588235,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1100.0,1200.0,3.8823529411764706,4.0,3.56,Anatolia & the Caucasus,Subset: Health & Wellbeing
1200.0,1300.0,3.588235294117647,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1300.0,1400.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1400.0,1500.0,4.117647058823529,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1500.0,1600.0,4.411764705882353,5.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1600.0,1700.0,4.823529411764706,6.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1700.0,1800.0,4.352941176470588,5.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1800.0,1900.0,4.0588235294117645,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
1900.0,2000.0,4.294117647058823,5.4399999999999995,3.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
2000.0,2025.0,6.117647058823529,7.0,6.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-1000.0,-900.0,3.7058823529411766,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
-900.0,-800.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
-800.0,-700.0,3.588235294117647,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
-700.0,-600.0,3.4705882352941178,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
-600.0,-500.0,3.8823529411764706,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
-500.0,-400.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
-400.0,-300.0,3.7058823529411766,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
-300.0,-200.0,3.764705882352941,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
-200.0,-100.0,3.647058823529412,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
0.0,100.0,4.176470588235294,4.0,4.0,Anatolia & the Caucasus,Subset: Peace
100.0,200.0,3.764705882352941,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
200.0,300.0,3.5294117647058822,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
300.0,400.0,3.2941176470588234,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
400.0,500.0,3.0,4.0,2.0,Anatolia & the Caucasus,Subset: Peace
500.0,600.0,3.176470588235294,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
600.0,700.0,3.176470588235294,4.0,2.56,Anatolia & the Caucasus,Subset: Peace
700.0,800.0,3.176470588235294,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
800.0,900.0,3.3529411764705883,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
900.0,1000.0,3.176470588235294,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
1000.0,1100.0,3.2941176470588234,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
1100.0,1200.0,2.8823529411764706,4.0,2.0,Anatolia & the Caucasus,Subset: Peace
1200.0,1300.0,2.7058823529411766,3.4399999999999995,2.0,Anatolia & the Caucasus,Subset: Peace
1300.0,1400.0,2.8823529411764706,4.0,2.0,Anatolia & the Caucasus,Subset: Peace
1400.0,1500.0,4.235294117647059,5.0,4.0,Anatolia & the Caucasus,Subset: Peace
1500.0,1600.0,4.882352941176471,6.0,4.0,Anatolia & the Caucasus,Subset: Peace
1600.0,1700.0,4.882352941176471,7.0,3.56,Anatolia & the Caucasus,Subset: Peace
1700.0,1800.0,3.4705882352941178,4.0,3.0,Anatolia & the Caucasus,Subset: Peace
1800.0,1900.0,2.9411764705882355,3.4399999999999995,2.0,Anatolia & the Caucasus,Subset: Peace
1900.0,2000.0,3.3529411764705883,4.4399999999999995,2.0,Anatolia & the Caucasus,Subset: Peace
2000.0,2025.0,6.705882352941177,8.0,5.0,Anatolia & the Caucasus,Subset: Peace
-1000.0,-900.0,1500000.0,1500000.0,1500000.0,Anatolia & the Caucasus,Subset: Population
-900.0,-800.0,1600000.0,1600000.0,1600000.0,Anatolia & the Caucasus,Subset: Population
-800.0,-700.0,1700000.0,1700000.0,1700000.0,Anatolia & the Caucasus,Subset: Population
-700.0,-600.0,1800000.0,1800000.0,1800000.0,Anatolia & the Caucasus,Subset: Population
-600.0,-500.0,1905882.3529411764,1900000.0,1900000.0,Anatolia & the Caucasus,Subset: Population
-500.0,-400.0,2011764.705882353,2000000.0,2000000.0,Anatolia & the Caucasus,Subset: Population
-400.0,-300.0,2123529.411764706,2100000.0,2100000.0,Anatolia & the Caucasus,Subset: Population
-300.0,-200.0,2235294.117647059,2200000.0,2200000.0,Anatolia & the Caucasus,Subset: Population
-200.0,-100.0,2341176.470588235,2300000.0,2300000.0,Anatolia & the Caucasus,Subset: Population
0.0,100.0,2523529.411764706,2500000.0,2400000.0,Anatolia & the Caucasus,Subset: Population
100.0,200.0,2676470.588235294,2700000.0,2500000.0,Anatolia & the Caucasus,Subset: Population
200.0,300.0,2811764.705882353,2900000.0,2600000.0,Anatolia & the Caucasus,Subset: Population
300.0,400.0,2938235.294117647,3100000.0,2700000.0,Anatolia & the Caucasus,Subset: Population
400.0,500.0,3064705.882352941,3300000.0,2800000.0,Anatolia & the Caucasus,Subset: Population
500.0,600.0,3173529.411764706,3500000.0,2900000.0,Anatolia & the Caucasus,Subset: Population
600.0,700.0,3270588.2352941176,3700000.0,3000000.0,Anatolia & the Caucasus,Subset: Population
700.0,800.0,3367647.0588235296,3900000.0,3100000.0,Anatolia & the Caucasus,Subset: Population
800.0,900.0,3464705.882352941,4100000.0,3200000.0,Anatolia & the Caucasus,Subset: Population
900.0,1000.0,3561764.705882353,4300000.0,3300000.0,Anatolia & the Caucasus,Subset: Population
1000.0,1100.0,3652941.176470589,4444000.0,3400000.0,Anatolia & the Caucasus,Subset: Population
1100.0,1200.0,3758823.529411765,4644000.0,3412000.0,Anatolia & the Caucasus,Subset: Population
1200.0,1300.0,3864705.882352941,4844000.0,3424000.0,Anatolia & the Caucasus,Subset: Population
1300.0,1400.0,3970588.2352941176,5044000.0,3524000.0,Anatolia & the Caucasus,Subset: Population
1400.0,1500.0,4076470.588235294,5244000.0,3624000.0,Anatolia & the Caucasus,Subset: Population
1500.0,1600.0,4194117.647058824,5500000.0,3724000.0,Anatolia & the Caucasus,Subset: Population
1600.0,1700.0,4329411.764705882,5700000.0,3824000.0,Anatolia & the Caucasus,Subset: Population
1700.0,1800.0,4464705.882352941,5900000.0,3924000.0,Anatolia & the Caucasus,Subset: Population
1800.0,1900.0,4605882.352941177,6100000.0,4024000.0,Anatolia & the Caucasus,Subset: Population
1900.0,2000.0,5670588.235294118,7000000.0,4300000.0,Anatolia & the Caucasus,Subset: Population
2000.0,2025.0,6717647.05882353,8720000.0,4400000.0,Anatolia & the Caucasus,Subset: Population
-1000.0,-900.0,2.7549019607843137,3.24,2.3333333333333335,Arabian Peninsula,Overall
-900.0,-800.0,3.1176470588235285,3.4066666666666667,2.8333333333333335,Arabian Peninsula,Overall
-800.0,-700.0,3.519607843137255,4.0,3.1666666666666665,Arabian Peninsula,Overall
-700.0,-600.0,3.656862745098039,3.9066666666666663,3.3333333333333335,Arabian Peninsula,Overall
-600.0,-500.0,3.911764705882352,4.406666666666666,3.4266666666666667,Arabian Peninsula,Overall
-500.0,-400.0,4.176470588235294,4.886666666666667,3.76,Arabian Peninsula,Overall
-400.0,-300.0,4.245098039215685,4.886666666666667,3.76,Arabian Peninsula,Overall
-300.0,-200.0,4.411764705882353,5.073333333333333,3.9266666666666663,Arabian Peninsula,Overall
-200.0,-100.0,4.813725490196078,5.406666666666666,4.26,Arabian Peninsula,Overall
0.0,100.0,5.235294117647058,5.666666666666667,4.833333333333333,Arabian Peninsula,Overall
100.0,200.0,5.26470588235294,5.833333333333333,4.76,Arabian Peninsula,Overall
200.0,300.0,5.313725490196079,5.74,4.76,Arabian Peninsula,Overall
300.0,400.0,5.000000000000001,5.666666666666667,4.593333333333334,Arabian Peninsula,Overall
400.0,500.0,4.568627450980394,5.166666666666667,3.6666666666666665,Arabian Peninsula,Overall
500.0,600.0,4.529411764705882,5.24,3.6666666666666665,Arabian Peninsula,Overall
600.0,700.0,4.509803921568627,5.24,3.6666666666666665,Arabian Peninsula,Overall
700.0,800.0,4.764705882352941,5.666666666666667,3.76,Arabian Peninsula,Overall
800.0,900.0,4.696078431372549,5.553333333333333,3.76,Arabian Peninsula,Overall
900.0,1000.0,4.284313725490197,5.073333333333333,3.5933333333333333,Arabian Peninsula,Overall
1000.0,1100.0,4.284313725490197,5.1466666666666665,3.4466666666666663,Arabian Peninsula,Overall
1100.0,1200.0,4.009803921568627,4.74,3.02,Arabian Peninsula,Overall
1200.0,1300.0,3.852941176470588,4.666666666666667,2.8333333333333335,Arabian Peninsula,Overall
1300.0,1400.0,3.960784313725491,4.833333333333333,3.3533333333333335,Arabian Peninsula,Overall
1400.0,1500.0,4.372549019607844,5.166666666666667,3.76,Arabian Peninsula,Overall
1500.0,1600.0,4.568627450980392,5.166666666666667,3.8333333333333335,Arabian Peninsula,Overall
1600.0,1700.0,4.431372549019608,5.0,3.8333333333333335,Arabian Peninsula,Overall
1700.0,1800.0,4.196078431372549,4.906666666666666,3.76,Arabian Peninsula,Overall
1800.0,1900.0,3.950980392156862,4.8133333333333335,3.4266666666666667,Arabian Peninsula,Overall
1900.0,2000.0,4.9901960784313735,5.906666666666666,4.0200000000000005,Arabian Peninsula,Overall
2000.0,2025.0,6.166666666666666,6.833333333333333,5.593333333333334,Arabian Peninsula,Overall
-1000.0,-900.0,3.0588235294117645,3.4399999999999995,3.0,Arabian Peninsula,Subset: Culture & Lesure
-900.0,-800.0,3.2941176470588234,4.0,3.0,Arabian Peninsula,Subset: Culture & Lesure
-800.0,-700.0,3.8823529411764706,4.0,3.56,Arabian Peninsula,Subset: Culture & Lesure
-700.0,-600.0,4.117647058823529,4.4399999999999995,4.0,Arabian Peninsula,Subset: Culture & Lesure
-600.0,-500.0,4.352941176470588,5.0,4.0,Arabian Peninsula,Subset: Culture & Lesure
-500.0,-400.0,4.647058823529412,5.4399999999999995,4.0,Arabian Peninsula,Subset: Culture & Lesure
-400.0,-300.0,4.647058823529412,6.0,4.0,Arabian Peninsula,Subset: Culture & Lesure
-300.0,-200.0,4.823529411764706,6.0,4.0,Arabian Peninsula,Subset: Culture & Lesure
-200.0,-100.0,5.352941176470588,6.0,4.5600000000000005,Arabian Peninsula,Subset: Culture & Lesure
0.0,100.0,5.764705882352941,6.0,5.0,Arabian Peninsula,Subset: Culture & Lesure
