dates_start,dates_end,mean,err_pos,err_neg,sd_pos,sd_neg,region,metric
900.0,1000.0,4.0,4.959999999999999,3.04,4.632455532033676,3.367544467966324,Anatolia & the Caucasus,Subset: Equality
1000.0,1100.0,3.35,4.0,3.0,3.826969600708473,2.8730303992915274,Anatolia & the Caucasus,Subset: Equality
1100.0,1200.0,3.25,4.0,3.0,3.78619026473818,2.71380973526182,Anatolia & the Caucasus,Subset: Equality
1200.0,1300.0,2.05,2.0,2.0,2.43405728739343,1.6659427126065696,Anatolia & the Caucasus,Subset: Equality
1300.0,1400.0,3.25,4.0,3.0,3.683012701892219,2.816987298107781,Anatolia & the Caucasus,Subset: Equality
1400.0,1500.0,4.55,5.0,4.0,5.218954408012983,3.881045591987017,Anatolia & the Caucasus,Subset: Equality
1500.0,1600.0,4.9,5.959999999999999,4.0,5.668114574786861,4.13188542521314,Anatolia & the Caucasus,Subset: Equality
1600.0,1700.0,3.55,4.0,3.0,4.0474937185533095,3.0525062814466897,Anatolia & the Caucasus,Subset: Equality
1700.0,1800.0,2.9,3.0,3.0,3.1999999999999997,2.6,Anatolia & the Caucasus,Subset: Equality
1800.0,1900.0,3.05,4.0,2.0,3.789932429347437,2.310067570652562,Anatolia & the Caucasus,Subset: Equality
1900.0,2000.0,3.45,4.0,3.0,4.189932429347437,2.710067570652563,Anatolia & the Caucasus,Subset: Equality
2000.0,2025.0,5.0,5.0,5.0,5.0,5.0,Anatolia & the Caucasus,Subset: Equality
-1000.0,-900.0,3.0,3.0,3.0,3.0,3.0,Anatolia & the Caucasus,Subset: Freedom
-900.0,-800.0,2.8,3.0,2.04,3.1999999999999997,2.4,Anatolia & the Caucasus,Subset: Freedom
-800.0,-700.0,2.75,3.0,2.0,3.183012701892219,2.316987298107781,Anatolia & the Caucasus,Subset: Freedom
-700.0,-600.0,2.55,3.0,2.0,3.2189544080129826,1.881045591987017,Anatolia & the Caucasus,Subset: Freedom
-600.0,-500.0,3.75,4.0,3.04,4.448212002188447,3.051787997811553,Anatolia & the Caucasus,Subset: Freedom
-500.0,-400.0,3.8,4.0,3.0,4.3099019513592784,3.290098048640721,Anatolia & the Caucasus,Subset: Freedom
-400.0,-300.0,4.4,5.0,4.0,5.134846922834954,3.665153077165047,Anatolia & the Caucasus,Subset: Freedom
-300.0,-200.0,4.1,5.0,4.0,4.7244997998398395,3.47550020016016,Anatolia & the Caucasus,Subset: Freedom
-200.0,-100.0,4.8,5.0,4.0,5.548331477354788,4.051668522645212,Anatolia & the Caucasus,Subset: Freedom
-100.0,0.0,5.55,6.0,5.0,6.0474937185533095,5.05250628144669,Anatolia & the Caucasus,Subset: Freedom
0.0,100.0,4.9,5.0,5.0,5.335889894354068,4.464110105645933,Anatolia & the Caucasus,Subset: Freedom
100.0,200.0,4.95,6.0,4.0,5.870597631976098,4.029402368023902,Anatolia & the Caucasus,Subset: Freedom
200.0,300.0,3.35,4.0,3.0,3.92227615711298,2.77772384288702,Anatolia & the Caucasus,Subset: Freedom
300.0,400.0,4.2,5.0,4.0,4.878232998312527,3.521767001687474,Anatolia & the Caucasus,Subset: Freedom
400.0,500.0,3.15,4.0,2.04,3.8762919523166977,2.423708047683302,Anatolia & the Caucasus,Subset: Freedom
500.0,600.0,3.15,3.0,3.0,3.8762919523166977,2.423708047683302,Anatolia & the Caucasus,Subset: Freedom
600.0,700.0,2.6,3.0,2.0,3.18309518948453,2.01690481051547,Anatolia & the Caucasus,Subset: Freedom
700.0,800.0,3.45,4.0,3.0,4.03949130612758,2.86050869387242,Anatolia & the Caucasus,Subset: Freedom
800.0,900.0,4.25,5.0,4.0,4.78619026473818,3.71380973526182,Anatolia & the Caucasus,Subset: Freedom
900.0,1000.0,4.3,5.0,4.0,4.856776436283002,3.7432235637169975,Anatolia & the Caucasus,Subset: Freedom
1000.0,1100.0,3.35,4.0,3.0,3.92227615711298,2.77772384288702,Anatolia & the Caucasus,Subset: Freedom
1100.0,1200.0,3.2,4.0,3.0,3.709901951359279,2.6900980486407216,Anatolia & the Caucasus,Subset: Freedom
1200.0,1300.0,1.9,2.0,2.0,2.1999999999999997,1.6,Anatolia & the Caucasus,Subset: Freedom
1300.0,1400.0,3.5,4.0,3.0,4.091607978309962,2.9083920216900383,Anatolia & the Caucasus,Subset: Freedom
1400.0,1500.0,5.2,6.0,5.0,5.8,4.6000000000000005,Anatolia & the Caucasus,Subset: Freedom
1500.0,1600.0,5.85,6.959999999999999,5.0,6.702936105461599,4.9970638945384005,Anatolia & the Caucasus,Subset: Freedom
1600.0,1700.0,4.1,4.959999999999999,4.0,4.6385164807134505,3.5614835192865493,Anatolia & the Caucasus,Subset: Freedom
1700.0,1800.0,3.2,4.0,3.0,3.709901951359279,2.6900980486407216,Anatolia & the Caucasus,Subset: Freedom
1800.0,1900.0,3.3,4.0,3.0,3.940312423743285,2.659687576256715,Anatolia & the Caucasus,Subset: Freedom
1900.0,2000.0,3.75,5.0,3.0,4.637411967464942,2.8625880325350574,Anatolia & the Caucasus,Subset: Freedom
2000.0,2025.0,6.1,6.0,6.0,6.3999999999999995,5.8,Anatolia & the Caucasus,Subset: Freedom
-1000.0,-900.0,4.0,4.0,4.0,4.0,4.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-900.0,-800.0,4.1,4.0,4.0,4.535889894354067,3.664110105645933,Anatolia & the Caucasus,Subset: Health & Wellbeing
-800.0,-700.0,4.05,4.959999999999999,4.0,4.63949130612758,3.46050869387242,Anatolia & the Caucasus,Subset: Health & Wellbeing
-700.0,-600.0,3.95,5.0,3.0,4.689932429347437,3.210067570652563,Anatolia & the Caucasus,Subset: Health & Wellbeing
-600.0,-500.0,5.1,5.0,5.0,5.3999999999999995,4.8,Anatolia & the Caucasus,Subset: Health & Wellbeing
-500.0,-400.0,5.2,5.959999999999999,5.0,5.6000000000000005,4.8,Anatolia & the Caucasus,Subset: Health & Wellbeing
-400.0,-300.0,5.05,5.959999999999999,5.0,5.63949130612758,4.46050869387242,Anatolia & the Caucasus,Subset: Health & Wellbeing
-300.0,-200.0,5.2,6.0,5.0,5.709901951359279,4.6900980486407216,Anatolia & the Caucasus,Subset: Health & Wellbeing
-200.0,-100.0,5.9,6.0,6.0,6.2,5.6000000000000005,Anatolia & the Caucasus,Subset: Health & Wellbeing
-100.0,0.0,6.35,7.0,6.0,6.826969600708472,5.873030399291527,Anatolia & the Caucasus,Subset: Health & Wellbeing
0.0,100.0,6.05,6.0,6.0,6.43405728739343,5.66594271260657,Anatolia & the Caucasus,Subset: Health & Wellbeing
100.0,200.0,6.0,6.959999999999999,5.04,6.632455532033676,5.367544467966324,Anatolia & the Caucasus,Subset: Health & Wellbeing
200.0,300.0,4.25,5.0,4.0,4.872494979899437,3.627505020100563,Anatolia & the Caucasus,Subset: Health & Wellbeing
300.0,400.0,5.1,5.959999999999999,5.0,5.6385164807134505,4.561483519286549,Anatolia & the Caucasus,Subset: Health & Wellbeing
400.0,500.0,4.35,5.0,4.0,5.0038348415311,3.6961651584688986,Anatolia & the Caucasus,Subset: Health & Wellbeing
500.0,600.0,4.3,5.0,4.0,5.014142842854285,3.585857157145715,Anatolia & the Caucasus,Subset: Health & Wellbeing
600.0,700.0,3.9,4.959999999999999,3.0,4.6,3.2,Anatolia & the Caucasus,Subset: Health & Wellbeing
700.0,800.0,4.45,5.0,4.0,4.94749371855331,3.95250628144669,Anatolia & the Caucasus,Subset: Health & Wellbeing
800.0,900.0,5.15,6.0,5.0,5.72227615711298,4.57772384288702,Anatolia & the Caucasus,Subset: Health & Wellbeing
900.0,1000.0,5.15,5.959999999999999,5.0,5.626969600708473,4.673030399291528,Anatolia & the Caucasus,Subset: Health & Wellbeing
1000.0,1100.0,4.8,5.0,4.0,5.478232998312526,4.1217670016874735,Anatolia & the Caucasus,Subset: Health & Wellbeing
1100.0,1200.0,4.6,5.0,4.0,5.183095189484529,4.01690481051547,Anatolia & the Caucasus,Subset: Health & Wellbeing
1200.0,1300.0,3.05,3.0,3.0,3.43405728739343,2.6659427126065696,Anatolia & the Caucasus,Subset: Health & Wellbeing
1300.0,1400.0,4.35,5.0,4.0,4.92227615711298,3.77772384288702,Anatolia & the Caucasus,Subset: Health & Wellbeing
1400.0,1500.0,5.85,6.0,5.0,6.576291952316697,5.123708047683302,Anatolia & the Caucasus,Subset: Health & Wellbeing
1500.0,1600.0,6.6,7.0,6.0,7.089897948556636,6.110102051443364,Anatolia & the Caucasus,Subset: Health & Wellbeing
1600.0,1700.0,5.25,6.0,5.0,5.78619026473818,4.71380973526182,Anatolia & the Caucasus,Subset: Health & Wellbeing
1700.0,1800.0,4.35,5.0,4.0,4.826969600708472,3.873030399291527,Anatolia & the Caucasus,Subset: Health & Wellbeing
1800.0,1900.0,4.45,5.0,4.0,5.118954408012983,3.7810455919870174,Anatolia & the Caucasus,Subset: Health & Wellbeing
1900.0,2000.0,5.2,6.0,4.04,5.948331477354788,4.451668522645212,Anatolia & the Caucasus,Subset: Health & Wellbeing
2000.0,2025.0,7.0,7.0,7.0,7.0,7.0,Anatolia & the Caucasus,Subset: Health & Wellbeing
-1000.0,-900.0,5.1,6.0,4.0,5.86811457478686,4.331885425213139,Anatolia & the Caucasus,Subset: Peace
-900.0,-800.0,4.3,5.0,4.0,5.014142842854285,3.585857157145715,Anatolia & the Caucasus,Subset: Peace
-800.0,-700.0,3.95,5.0,3.0,4.689932429347437,3.210067570652563,Anatolia & the Caucasus,Subset: Peace
-700.0,-600.0,3.65,5.0,3.0,4.802171862180291,2.4978281378197087,Anatolia & the Caucasus,Subset: Peace
-600.0,-500.0,5.7,6.0,5.0,6.6539392014169465,4.746060798583054,Anatolia & the Caucasus,Subset: Peace
-500.0,-400.0,5.3,6.0,4.0,6.607669683062202,3.9923303169377977,Anatolia & the Caucasus,Subset: Peace
-400.0,-300.0,4.4,5.0,4.0,5.2,3.6000000000000005,Anatolia & the Caucasus,Subset: Peace
-300.0,-200.0,4.15,5.0,4.0,4.8762919523166985,3.4237080476833026,Anatolia & the Caucasus,Subset: Peace
-200.0,-100.0,5.55,7.0,4.0,6.871930406640228,4.228069593359772,Anatolia & the Caucasus,Subset: Peace
-100.0,0.0,6.8,8.0,6.0,7.779795897113271,5.820204102886729,Anatolia & the Caucasus,Subset: Peace
0.0,100.0,5.45,6.0,5.0,6.254673846971555,4.645326153028446,Anatolia & the Caucasus,Subset: Peace
100.0,200.0,5.15,6.0,4.0,6.3447803145348525,3.955219685465148,Anatolia & the Caucasus,Subset: Peace
200.0,300.0,3.15,4.0,3.0,3.803834841531101,2.496165158468899,Anatolia & the Caucasus,Subset: Peace
300.0,400.0,4.25,5.0,3.0,5.24373034571759,3.2562696542824106,Anatolia & the Caucasus,Subset: Peace
400.0,500.0,3.25,4.0,3.0,3.872494979899437,2.627505020100563,Anatolia & the Caucasus,Subset: Peace
500.0,600.0,3.1,4.0,2.0,4.1908712114635716,2.0091287885364286,Anatolia & the Caucasus,Subset: Peace
600.0,700.0,2.6,3.0,2.0,3.18309518948453,2.01690481051547,Anatolia & the Caucasus,Subset: Peace
700.0,800.0,3.3,4.0,3.0,3.8567764362830017,2.743223563716998,Anatolia & the Caucasus,Subset: Peace
800.0,900.0,4.5,5.0,4.0,5.170820393249937,3.829179606750063,Anatolia & the Caucasus,Subset: Peace
900.0,1000.0,4.6,5.959999999999999,4.0,5.5695359714832655,3.6304640285167338,Anatolia & the Caucasus,Subset: Peace
1000.0,1100.0,3.15,4.0,3.0,3.72227615711298,2.57772384288702,Anatolia & the Caucasus,Subset: Peace
1100.0,1200.0,2.95,3.959999999999999,2.0,3.618954408012983,2.2810455919870174,Anatolia & the Caucasus,Subset: Peace
1200.0,1300.0,1.75,2.0,1.0,2.183012701892219,1.3169872981077808,Anatolia & the Caucasus,Subset: Peace
1300.0,1400.0,4.0,4.0,3.04,4.707106781186548,3.2928932188134525,Anatolia & the Caucasus,Subset: Peace
1400.0,1500.0,5.7,6.0,5.04,6.542614977317636,4.857385022682364,Anatolia & the Caucasus,Subset: Peace
1500.0,1600.0,6.15,7.0,6.0,7.211838029079765,5.088161970920235,Anatolia & the Caucasus,Subset: Peace
1600.0,1700.0,3.45,4.0,3.0,4.03949130612758,2.86050869387242,Anatolia & the Caucasus,Subset: Peace
1700.0,1800.0,2.75,3.0,2.0,3.183012701892219,2.316987298107781,Anatolia & the Caucasus,Subset: Peace
1800.0,1900.0,2.6,3.0,2.0,3.18309518948453,2.01690481051547,Anatolia & the Caucasus,Subset: Peace
1900.0,2000.0,3.05,4.0,2.0,3.914580823289529,2.1854191767104707,Anatolia & the Caucasus,Subset: Peace
2000.0,2025.0,4.65,5.0,4.0,5.22227615711298,4.07772384288702,Anatolia & the Caucasus,Subset: Peace
-1000.0,-900.0,2410000.0,3479999.9999999995,1820000.0,3094032.1629865076,1725967.8370134924,Anatolia & the Caucasus,Subset: Population
-900.0,-800.0,2565000.0,3679999.999999999,1920000.0,3311508.539803799,1818491.4601962012,Anatolia & the Caucasus,Subset: Population
-800.0,-700.0,2720000.0,3787999.999999999,2020000.0,3538901.70350293,1901098.2964970705,Anatolia & the Caucasus,Subset: Population
-700.0,-600.0,2900000.0,4000000.0,2120000.0,3812688.3367283703,1987311.6632716293,Anatolia & the Caucasus,Subset: Population
-600.0,-500.0,3080000.0,4488000.0,2220000.0,4100098.034504527,2059901.9654954723,Anatolia & the Caucasus,Subset: Population
-500.0,-400.0,3245000.0,4692000.0,2320000.0,4354267.77650845,2135732.2234915504,Anatolia & the Caucasus,Subset: Population
-400.0,-300.0,3375000.0,4792000.0,2420000.0,4543278.648268469,2206721.3517315313,Anatolia & the Caucasus,Subset: Population
